product_name,rating,review_count,price,ingredients
Dior Addict - Barra de labios brillante 90 % de ingredientes de origen natural,5.0,1,"50,99  €(1)","#19645 METHYL HYDROGENATED ROSINATE • SQUALANE • POLYGLYCERYL-2 TRIISOSTEARATE • HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX • DIMER DILINOLEYL DIMER DILINOLEATE • HYDROGENATED STYRENE/METHYLSTYRENE/INDENE COPOLYMER • SORBITAN OLIVATE • STEARYL HEPTANOATE • STEARYL CAPRYLATE • TRIMETHYLOLPROPANE TRIISOSTEARATE • CERA ALBA (BEESWAX) • SUCROSE TETRASTEARATE TRIACETATE • ORYZA SATIVA (RICE) BRAN WAX • CALCIUM ALUMINUM BOROSILICATE • JASMINUM OFFICINALE (JASMINE) FLOWER WAX • PRUNUS DOMESTICA SEED OIL • PARFUM (FRAGRANCE) • PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE • PROPYL GALLATE • TOCOPHERYL ACETATE • JASMINUM GRANDIFLORUM (JASMINE) FLOWER EXTRACT • [+/- CI 77891 (TITANIUM DIOXIDE) • CI 77491, CI 77492, CI 77499 (IRON OXIDES) • CI 15850 (RED 7) • CI 42090 (BLUE 1 LAKE)]Esta lista de ingredientes puede sufrir modificaciones. Consultar el envase del producto."
CC Red Correct - Tratamiento iluminador corrector de rojeces,4.7,268,"42,99  €(1)","AQUA/WATER, CYCLOMETHICONE, ETHYLHEXYL METHOXYCINNAMATE, DIPROPYLENE GLYCOL, GLYCERIN, ZINC OXIDE-[nano], PEG-10 DIMETHICONE, METHYL TRIMETHICONE, CI 77891/TITANIUM DIOXIDE, TITANIUM DIOXIDE-[nano], C12-15 ALKYL BENZOATE, ETHYLHEXYL SALICYLATE, DIMETHICONE, VINYL DIMETHICONE/METHICONE SILSESQUIOXANE CROSSPOLYMER, DISTEARDIMONIUM HECTORITE, MAGNESIUM SULFATE, BUTYLENE GLYCOL, CENTELLA ASIATICA EXTRACT, TALC, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, ALUMINUM HYDROXIDE, TRIHYDROXYSTEARIN,  PHENOXYETHANOL, MICA, METHICONE, PALMITIC ACID, STEARIC ACID, ETHYLHEXYLGLYCERIN, TOCOPHERYL ACETATE, POLYESTER-1, SILICA DIMETHYL SILYLATE, TRIETHOXYCAPRYLYLSILANE, PARFUM/FRAGRANCE, HEXYL CINNAMAL, ALPHA-ISOMETHYL IONONE, LINALOOL, CITRONELLOL, GERANIOL, EUGENOL, LIMONENE, CI 77492/IRON OXIDES, CI 77288/CHROMIUM OXIDE GREENS, CI 77491/IRON OXIDES, CI 77499/IRON OXIDESEsta lista de ingredientes puede sufrir modificaciones. Consultar el envase del producto."
Moving Lights - Calendario de Adviento Premium,4.2,5,"79,99  €(1)","PATCH NEZ CHARBON/CHARCOAL NOSE STRIP - EXTRACTEUR POINTS NOIRS/BLACKHEADS REMOVER :  ALCOHOL DENAT., PVP, VP/VA COPOLYMER, AQUA (WATER), CI 77499 (IRON OXIDES), PARFUM (FRAGRANCE), GLYCERIN, CHARCOAL POWDER, CAPRYLIC/CAPRIC TRIGLYCERIDE, EPILOBIUM FLEISCHERI EXTRACT, PISTACIA LENTISCUS (MASTIC) GUM, HYDROGENATED LECITHIN, PHENETHYL ALCOHOL, DIPOTASSIUM GLYCYRRHIZATE, CITRIC ACID, ETHYLHEXYLGLYCERIN, POTASSIUM SORBATE.MASQUES MAINS MANGUE/HAND MASK MANGO : AQUA (WATER), GLYCERIN, BUTYLENE GLYCOL, PENTAERYTHRITYL TETRAETHYLHEXANOATE, CETEARYL ALCOHOL, MACADAMIA INTEGRIFOLIA SEED OIL, GLYCERYL STEARATE, MANGIFERA INDICA (MANGO) SEED BUTTER, 1,2-HEXANEDIOL, HYDROXYACETOPHENONE, PEG-100 STEARATE, PARFUM (FRAGRANCE), ARGININE, CARBOMER, CAPRYLIC/CAPRIC TRIGLYCERIDE, SODIUM HYALURONATE, XANTHAN GUM, UNDARIA PINNATIFIDA EXTRACT, TOCOPHEROL.MASQUE LÈVRES CERISE/CHERRY LIP MASK - hydratant lissant/moisturizing & smoothing : AQUA (WATER), GLYCERIN, POLYSORBATE 20, 1,2-HEXANEDIOL, ERYTHRITOL, HYDROXYACETOPHENONE, HYDROXYETHYLCELLULOSE, CAPRYLIC/CAPRIC TRIGLYCERIDE, BETAINE, DIPOTASSIUM GLYCYRRHIZATE, XANTHAN GUM, PARFUM (FRAGRANCE), PRUNUS CERASUS (BITTER CHERRY) FRUIT EXTRACT, SODIUM BENZOATE, CITRIC ACID, PANTHENOL, UNDARIA PINNATIFIDA EXTRACT, POTASSIUM SORBATE, DISODIUM PHOSPHATE, POLYSORBATE 60, CI 17200 (RED 33), SODIUM PHOSPHATE.GEL SOURCILS FIXANT TRANSPARENT/SHAPE & SET CLEAR BROW GEL : AQUA (WATER), ALCOHOL DENAT., ACRYLATES COPOLYMER, POLYESTER-5, GLYCERIN, SODIUM POLYACRYLOYLDIMETHYL TAURATE, PHENOXYETHANOL, HYDROXYETHYLCELLULOSE, XANTHAN GUM, ALOE BARBADENSIS LEAF JUICE POWDER, MALTODEXTRIN, ETHYLHEXYLGLYCERIN, HYDROLYZED ALGIN, MARIS AQUA (SEA WATER), POTASSIUM HYDROXIDE, CHLORELLA VULGARIS EXTRACT, SODIUM ACETATE, DISODIUM PHOSPHATE, POLYSORBATE 60, SODIUM PHOSPHATE, TOCOPHEROL, GLYOXAL.COLOR SHIFTER – COULEURS A SUPERPOSER ET A TRANSFORMER - PALETTE DE 5 FARDS A PAUPIERES/COLOR SHIFTER – COULEURS A SUPERPOSER ET A TRANSFORMER - PALETTE OF 5 EYESHADOWS - VISION BRONZE/BRONZE VISION :(1) INGREDIENTS: MICA, SILICA, TITANIUM DIOXIDE (CI 77891), MAGNESIUM STEARATE, DIMETHICONE, HYDROGENATED POLYISOBUTENE, OCTYLDODECYL STEAROYL STEARATE, IRON OXIDES (CI 77492), IRON OXIDES (CI 77491), BIS-DIGLYCERYL POLYACYLADIPATE-2, CAPRYLYL GLYCOL, HYDROXYACETOPHENONE, TOCOPHERYL ACETATE, SYNTHETIC FLUORPHLOGOPITE, BORON NITRIDE, YELLOW 5 LAKE (CI 19140), TRIETHOXYCAPRYLYLSILANE, ETHYLHEXYL PALMITATE, ISONONYL ISONONANOATE, PHENYL TRIMETHICONE, TRIDECYL TRIMELLITATE , ISOPROPYL ISOSTEARATE, TOCOPHEROL, BLUE 1 LAKE (CI 42090).(2) INGREDIENTS: MICA, TITANIUM DIOXIDE (CI 77891), SYNTHETIC FLUORPHLOGOPITE, DIMETHICONE, MAGNESIUM STEARATE, HYDROGENATED POLYISOBUTENE, OCTYLDODECYL STEAROYL STEARATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, IRON OXIDES (CI 77491), SILICA, YELLOW 5 LAKE (CI 19140), CAPRYLYL GLYCOL, HYDROXYACETOPHENONE, TIN OXIDE, TOCOPHERYL ACETATE, BORON NITRIDE, ETHYLHEXYL PALMITATE, ISONONYL ISONONANOATE, PHENYL TRIMETHICONE, TRIDECYL TRIMELLITATE , ISOPROPYL ISOSTEARATE, TOCOPHEROL, BLUE 1 LAKE (CI 42090).(3) INGREDIENTS: SYNTHETIC FLUORPHLOGOPITE, DIMETHICONE, HYDROGENATED POLYISOBUTENE, MICA, OCTYLDODECYL STEAROYL STEARATE, IRON OXIDES (CI 77491), CALCIUM SODIUM BOROSILICATE, MAGNESIUM STEARATE, TITANIUM DIOXIDE (CI 77891), SILICA, BIS-DIGLYCERYL POLYACYLADIPATE-2, CAPRYLYL GLYCOL, HYDROXYACETOPHENONE, TOCOPHERYL ACETATE, TIN OXIDE, PHENYL TRIMETHICONE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, ETHYLHEXYL PALMITATE, TRIMETHYLSILOXYSILICATE, QUATERNIUM-90 BENTONITE, PROPYLENE CARBONATE, TOCOPHEROL, YELLOW 5 LAKE (CI 19140), BLUE 1 LAKE (CI 42090).(4), (5) INGREDIENTS: MICA, SILICA, MAGNESIUM STEARATE, DIMETHICONE, HYDROGENATED POLYISOBUTENE, OCTYLDODECYL STEAROYL STEARATE, CAPRYLYL GLYCOL, HYDROXYACETOPHENONE, BIS-DIGLYCERYL POLYACYLADIPATE-2, TOCOPHERYL ACETATE, SYNTHETIC FLUORPHLOGOPITE, BORON NITRIDE, ETHYLHEXYL PALMITATE, ISONONYL ISONONANOATE, PHENYL TRIMETHICONE, TRIDECYL TRIMELLITATE , ISOPROPYL ISOSTEARATE, TOCOPHEROL. MAY CONTAIN/PEUT CONTENIR (+/-): IRON OXIDES (CI 77491/ CI 77492/ CI 77499), YELLOW 5 LAKE (CI 19140), MANGANESE VIOLET (CI 77742), BLUE 1 LAKE (CI 42090).COLORFUL ENLUMINEUR/COLORFUL LUMINIZER - 01 GLITZY GOLD : MICA, CI 77891 (TITANIUM DIOXIDE), CETEARYL ETHYLHEXANOATE, SILICA, CI 77491 (IRON OXIDES), GLYCERIN, POLYSORBATE 20, CAPRYLYL GLYCOL, SQUALANE, ETHYLHEXYLGLYCERIN, SYNTHETIC FLUORPHLOGOPITE, 1,2-HEXANEDIOL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CHONDRUS CRISPUS (CHONDRUS CRISPUS (CARRAGEENAN)), XANTHAN GUM, DICALCIUM PHOSPHATE, CI 77492 (IRON OXIDES), TOCOPHEROL.COLORFUL CRAYON CONTOUR YEUX 12H WATERPROOF - MAT/COLORFUL CONTOUR EYE PENCIL 12H WEAR WATERPROOF - MATTE - 01 BLACK LACE : CI 77499 (IRON OXIDES), ISODODECANE, TRIMETHYLSILOXYSILICATE, DIMETHICONE, SYNTHETIC WAX, POLYETHYLENE, SYNTHETIC FLUORPHLOGOPITE, POLYBUTENE, SILICA, CI 77510 (FERRIC AMMONIUM FERROCYANIDE), POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, CI 77492 (IRON OXIDES), STEARALKONIUM HECTORITE, PROPYLENE CARBONATE, TOCOPHEROL.MASCARA LOVE THE LIFT/LOVE THE LIFT MASCARA - Ultra Black : AQUA (WATER), CI 77499 (IRON OXIDES), BUTYLENE GLYCOL, GLYCERYL STEARATE, SYNTHETIC BEESWAX, ACACIA SENEGAL GUM, ORYZA SATIVA CERA (ORYZA SATIVA (RICE) BRAN WAX), PALMITIC ACID, STEARIC ACID, POLYBUTENE, VP/EICOSENE COPOLYMER, ORYZA SATIVA BRAN CERA (ORYZA SATIVA (RICE) BRAN WAX), RHUS VERNICIFLUA PEEL CERA (RHUS VERNICIFLUA PEEL WAX), HELIANTHUS ANNUUS SEED CERA (HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX), HYDROGENATED CASTOR OIL, AMINOMETHYL PROPANOL, POLYIMIDE-1, HYDROXYACETOPHENONE, ETHYLHEXYLGLYCERIN, RHUS SUCCEDANEA FRUIT CERA (RHUS SUCCEDANEA FRUIT WAX), CERATONIA SILIQUA (CAROB) GUM, XANTHAN GUM, GLUCOSE, TOCOPHEROL.SUPER SERUM ECLAT VITAMINES C + E / VITAMIN C + E SUPER GLOW SERUM : AQUA (WATER), PROPANEDIOL, PENTYLENE GLYCOL, SODIUM ASCORBYL PHOSPHATE, 3-O-ETHYL ASCORBIC ACID, 1,2-HEXANEDIOL, ASCORBYL GLUCOSIDE, TRIETHYL CITRATE, GLYCERIN, PEG-40 HYDROGENATED CASTOR OIL, POLYGLYCERYL-10 LAURATE, TAMARINDUS INDICA SEED GUM, GLYCERYL CAPRYLATE, PHYTIC ACID, CITRIC ACID, SODIUM GLUCONATE, SODIUM HYDROXIDE, SODIUM METABISULFITE, TOCOPHEROL, SODIUM DEHYDROACETATE, CHLORELLA VULGARIS EXTRACT, GLUCOSE, CAPSICUM ANNUUM FRUIT EXTRACT, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT.VERNIS A ONGLES/NAIL POLISH - 804 Cocoa Cuddle : BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, TRIETHYL CITRATE, ALCOHOL, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ACRYLATES COPOLYMER, STEARALKONIUM BENTONITE, CI 77499 (IRON OXIDES), DIACETONE ALCOHOL, CI 77491 (IRON OXIDES), PENTAERYTHRITYL TETRAISOSTEARATE, CI 15850 (RED 7 LAKE), BARIUM SULFATE, CI 15850 (RED 6), TOCOPHEROL, TOCOPHERYL ACETATE, CI 19140 (YELLOW 5 LAKE), PHOSPHORIC ACID, ASCORBIC ACID, ISOPROPYL ALCOHOL.VERNIS A ONGLES/NAIL POLISH - 901 Pink Glaze : BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, TRIETHYL CITRATE, ALCOHOL, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ACRYLATES COPOLYMER, STEARALKONIUM BENTONITE, DIACETONE ALCOHOL, SYNTHETIC FLUORPHLOGOPITE, PENTAERYTHRITYL TETRAISOSTEARATE, TOCOPHEROL, TOCOPHERYL ACETATE, CI 77891 (TITANIUM DIOXIDE), PHOSPHORIC ACID, ASCORBIC ACID, BARIUM SULFATE, CI 15850 (RED 6), CI 19140 (YELLOW 5 LAKE), ISOPROPYL ALCOHOL.OUTRAGEOUS INTENSE - REPULPEUR LEVRES/OUTRAGEOUS INTENSE - LIP PLUMPER - 02 Inferno : HYDROGENATED POLYISOBUTENE, PENTAERYTHRITYL TETRAISOSTEARATE, OCTYLDODECANOL, ETHYLENE/PROPYLENE/STYRENE COPOLYMER, SILICA DIMETHYL SILYLATE, BENZYL NICOTINATE, MENTHOL, HYDROGENATED STYRENE/ISOPRENE COPOLYMER, RICINUS COMMUNIS (CASTOR) SEED OIL, MENTHOXYPROPANEDIOL, CALCIUM ALUMINUM BOROSILICATE, PARFUM (FRAGRANCE), CI 77891 (TITANIUM DIOXIDE), SODIUM HYALURONATE, ALUMINA, CAPRYLIC/CAPRIC TRIGLYCERIDE, SILICA, BUTYLENE GLYCOL, BUTYLENE/ETHYLENE/STYRENE COPOLYMER, HYDROGENATED CASTOR OIL, MICA, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, OCTYLDODECYL STEAROYL STEARATE, CAPSICUM FRUTESCENS FRUIT EXTRACT, TIN OXIDE, CI 19140 (YELLOW 5 LAKE), CI 77491 (IRON OXIDES), BARIUM SULFATE, CI 15850 (RED 6), VP/HEXADECENE COPOLYMER, ALUMINUM HYDROXIDE, TRIETHOXYCAPRYLYLSILANE, CI 42090 (BLUE 1 LAKE), CI 15850 (RED 7 LAKE).MASQUE VISAGE LITCHI/LYCHEE FACE MASK : AQUA (WATER), BUTYLENE GLYCOL, GLYCERIN, 1,2-HEXANEDIOL, HYDROXYACETOPHENONE, LECITHIN, POLYGLYCERYL-10 LAURATE, SODIUM POLYACRYLATE, GLYCOSYL TREHALOSE, PARFUM (FRAGRANCE), HYDROGENATED STARCH HYDROLYSATE, XANTHAN GUM, SORBITAN CAPRYLATE, SODIUM HYALURONATE, LITCHI CHINENSIS FRUIT EXTRACT, CAMELLIA JAPONICA LEAF EXTRACT.MASQUE VISAGE/FACE MASKS - COCO : AQUA (WATER), BUTYLENE GLYCOL, POLYGLYCERYL-6 STEARATE, COCOS NUCIFERA (COCONUT) FRUIT EXTRACT, GLYCERIN, 1,2-HEXANEDIOL, HYDROXYACETOPHENONE, CETEARYL ALCOHOL, HYDROGENATED ETHYLHEXYL OLIVATE, CITRULLUS LANATUS (WATERMELON) FRUIT EXTRACT, POLYGLYCERYL-6 BEHENATE, PARFUM (FRAGRANCE), SODIUM POLYACRYLATE, TOCOPHEROL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, SORBITAN CAPRYLATE, GLYCOLIPIDS, LECITHIN, XANTHAN GUM, SODIUM HYALURONATE, HYDROGENATED OLIVE OIL UNSAPONIFIABLES, COCOS NUCIFERA (COCONUT) OIL, O-CYMEN-5-OL, GARDENIA TAITENSIS FLOWER.MASQUE NUIT LÈVRES/LIP SLEEPING MASK - HYDRATANT LISSANT - EXTRAIT DE CERISE/MOISTURIZING & SMOOTHING - CHERRY EXTRACT : TRIISOSTEARIN, DIMER DILINOLEYL DIMER DILINOLEATE, BUTYROSPERMUM PARKII BUTTER (BUTYROSPERMUM PARKII (SHEA BUTTER)), OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES, TRIHYDROXYSTEARIN, CASTOR OIL/IPDI COPOLYMER, PRUNUS AVIUM (SWEET CHERRY) SEED OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, PARFUM (FRAGRANCE), SACCHARIN, TOCOPHEROL.TOP COAT/TOP COAT : ETHYL ACETATE, NITROCELLULOSE, BUTYL ACETATE, TRIETHYL CITRATE, ACRYLATES COPOLYMER, ALCOHOL, DIPROPYLENE GLYCOL DIBENZOATE, CI 60725 (VIOLET 2).SUPER HYDRATANT JOUR/ALL DAY HYDRATOR : AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, BUTYLENE GLYCOL, HEPTYL UNDECYLENATE, GLYCERYL STEARATE, PEG-100 STEARATE, GLYCERYL STEARATE CITRATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, PALMITIC ACID, STEARIC ACID, HYDROXYACETOPHENONE, MICROCRYSTALLINE CELLULOSE, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, TOCOPHEROL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CAESALPINIA SPINOSA GUM, SODIUM HYALURONATE, TOCOPHERYL ACETATE, BISABOLOL, CELLULOSE GUM, POLYSORBATE 60, SORBITAN ISOSTEARATE, SODIUM PHYTATE, ARGININE, ASCORBYL GLUCOSIDE.GEL NETTOYANT PEAU NETTE/CLEAN SKIN GEL - NETTOIE + TONIFIE/CLEANSE + TONE : AQUA (WATER), COCO-GLUCOSIDE, GLYCERIN, INULIN, XANTHAN GUM, SODIUM BENZOATE, CITRIC ACID, POTASSIUM SORBATE, ALOE BARBADENSIS LEAF JUICE POWDER, SODIUM HYDROXIDE.BRUME PARFUMEE CORPS/SCENTED BODY MIST - Monoï : INGREDIENTS : ALCOHOL DENAT., AQUA (WATER), PARFUM (FRAGRANCE), GLYCERIN, LIMONENE, LINALOOL, TOCOPHERYL ACETATE, GARDENIA TAHITENSIS FLOWER EXTRACT, CITRIC ACID, POTASSIUM SORBATE, SODIUM BENZOATE.Esta lista de ingredientes puede sufrir modificaciones. Consultar el envase del producto."
